"Licence Number","Date Licence Granted","Premises Name","Premises Address","Licence Holder","Designated Premises Supervisor","Supply of Alcohol","Late Night Refreshment","Live Music","Recorded Music","Opening Hours","Plays","Films","Indoor Sporting Events","Boxing or Wrestling Entertainment","Performance of Dance","Other Entertainment Similar to Live or Recorded Music or Dance Performance","Facilities for Making Music","Facilities for Dancing","Other Entertainment Facilities Similar to Making Music or Dancing"
"56724","25/08/2020","Big Yellow  Self Storage Ltd","Unit A2, Eastern App Bus Pk, 25 Alfreds Way, Barking, Essex, IG11 0TJ Savings & Investment LTD","Danilo Kw ame De Sausa Barbosa Neto","","Mon 08:00-18:00^Tue 08:00-18:00^Wed 08:00-18:00^Thu08:00-18:00^Fri 08:00-18:00^Sat 08:00-18:00^Sun 08:00-18:00","","","","Mon 08:00-18:00^Tue 08:00-18:00^Wed 08:00-18:00^Thu08:00-18:00^Fri 08:00-18:00^Sat 08:00-18:00^Sun 08:00-18:00","","","","","","","","",""
"56738","18/09/2020","Royal Express","260 Rainham Road South, Dagenham, RM10 7UU Sivatheep Kajan","Sivatheepa Kajan","","Mon 09:00-23:00^Tue 09:00-23:00^Wed 09:00-23:00^Thu09:00-23:00^Fri 09:00-00:00^Sat 09:00-00:00^Sun 09:00-23:00","","","","Mon 06:00-01:00^Tue 06:00-01:00^Wed 06:00-01:00^Thu06:00-01:00^Fri 06:00-02:00^Sat 06:00-02:00^Sun 06:00-01:00","","","","","","","","",""
"56863","18/11/2020","H7 Avenue Limited","Unit 6b, Midas Business Centre, Wantz Road, Dagenham, RM10 8PS Olumide Hustine Omoyeni","Olumide Hustine Omoyeni","","Mon 12:00-00:30^Tue 12:00-00:30^Wed 12:00-00:30^Thu12:00-00:30^Fri 12:00-03:00^Sat 12:00-03:00^Sun 12:00-00:30","Mon 23:00-01:00^Tue 23:00-01:00^Wed 23:00-01:00^Thu23:00-01:00^Fri 23:00-03:00^Sat 23:00-03:00^Sun 23:00-01:00","Mon 12:00-00:30^Tue 12:00-00:30^Wed 12:00-00:30^Thu12:00-00:30^Fri 12:00-03:00^Sat 12:00-03:00^Sun 12:00-01:30","","Mon 12:00-01:00^Tue 12:00-01:00^Wed 12:00-01:00^Thu12:00-01:00^Fri 12:00-03:00^Sat 12:00-03:00^Sun 12:00-01:00","","","","","Mon 12:00-00:30^Tue 12:00-00:30^Wed 12:00-00:30^Thu12:00-00:30^Fri 12:00-03:00^Sat 12:00-03:00^Sun 12:00-00:30","","","",""
"56903","25/11/2020","Chequers Food and Wine","2 Chequers Parade, Goresbrook Road, Dagenham, RM9 6RT Chequers Express LTD","Majid Hussein","","Mon 09:00-23:00^Tue 09:00-23:00^Wed 09:00-23:00^Thu09:00-23:00^Fri 09:00-23:00^Sat 09:00-23:00^Sun 09:00-22:30","","","","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 07:00-22:30","","","","","","","","",""
"56921","12/09/2020","Hot Favourite","285 Wood Lane, Dagenham, RM8 3NH Chellathurai Thiruchelvam","","","","Mon 23:00-02:00^Tue 23:00-02:00^Wed 23:00-02:00^Thu23:00-04:00^Fri 23:00-04:00^Sat 23:00-04:00^Sun 23:00-02:00","","","Mon 10:00-02:00^Tue 10:00-02:00^Wed 10:00-02:00^Thu10:00-02:00^Fri 10:00-04:00^Sat 10:00-04:00^Sun 10:00-02:00","","","","","","","","",""
"56988","24/12/2020","Maramureseanu","608 Longbridge Road, Dagenham, RM8 2AJ Helga Andreea Schw artzcopf","Helga Andreea Schw artzcopf","","Mon 09:00-22:00^Tue 09:00-22:00^Wed 09:00-22:00^Thu09:00-22:00^Fri 09:00-22:00^Sat 09:00-22:00^Sun 09:00-22:00","","","","Mon 08:00-22:00^Tue 08:00-22:00^Wed 08:00-22:00^Thu08:00-22:00^Fri 08:00-22:00^Sat 08:00-22:00^Sun 08:00-22:00","","","","","","","","",""
"57059","17/02/2021","Oxlane Food Centre LTD","229-233 Oxlow  Lane, Dagenham, RM10 7YA Zafer Atalay","Zafer Atalay","","Mon 07:00-00:00^Tue 07:00-00:00^Wed 07:00-00:00^Thu07:00-00:00^Fri 07:00-00:00^Sat 07:00-00:00^Sun 07:00-22:00","","","","Mon 07:00-00:00^Tue 07:00-00:00^Wed 07:00-00:00^Thu07:00-00:00^Fri 07:00-00:00^Sat 07:00-00:00^Sun 07:00-22:00","","","","","","","","",""
"57064","27/02/2021","Free Trade Beers and Minerals Ltd","Northgate Industrial Park, Collier Row  Road, Chadw ell Heath, RM5 2BG Free Trade Beers & Minerals LTD","Ranveer Mohal","","Mon 08:00-08:00^Tue 08:00-08:00^Wed 08:00-08:00^Thu08:00-08:00^Fri 08:00-08:00^Sat 08:00-08:00^Sun 08:00-08:00","","","","Mon 08:00-08:00^Tue 08:00-08:00^Wed 08:00-08:00^Thu08:00-08:00^Fri 08:00-08:00^Sat 08:00-08:00^Sun 08:00-08:00","","","","","","","","",""
"57098","19/04/2021","Party Box","153-155 Becontree Avenue, Dagenham, RM8 2UL PartyBox Retail Ltd","Donna-Marie Pike","","Mon 09:30-17:00^Tue 09:30-17:00^Wed 09:30-17:00^Thu09:30-17:00^Fri 09:30-17:00^Sat 09:30-17:00^Sun 10:00-16:00","","","","Mon 09:30-17:00^Tue 09:30-17:00^Wed 09:30-17:00^Thu09:30-17:00^Fri 09:30-17:00^Sat 09:30-17:00^Sun 10:00-16:00","","","","","","","","",""
"57129","20/05/2021","Your Local Food","9-10 The Triangle, Tanner Street, Barking, IG11 8QA Sait Aslan","Sait Aslan","","Mon 09:00-23:00^Tue 09:00-23:00^Wed 09:00-23:00^Thu09:00-23:00^Fri 09:00-23:00^Sat 09:00-23:00^Sun 09:00-21:00","","","","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 09:00-23:00","","","","","","","","",""
"57131","05/08/2021","Top Up Cocktails","Manyi Eyong","Manyi Eyong","","Mon 09:00-17:00^Tue 09:00-17:00^Wed 09:00-17:00^Thu09:00-17:00^Fri 09:00-17:00^Sat 09:00-17:00^Sun 09:00-17:00","","","","","","","","","","","","",""
"57153","22/04/2021","Aafio Mini Market","460 Lodge Avenue, Dagenham, Essex, RM9 4QS Marash & Kids Ltd","Colin Ollennu","","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 08:00-23:00","","","","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 08:00-23:00","","","","","","","","",""
"57215","17/06/2021","Co-op","Unit 3 - 5 Fresh Wharf Barking IG11 7BG Co- Operative Group Food Limited","Jennifer Murphy","","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 06:00-23:00","","","","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 06:00-23:00","","","","","","","","",""
"57232","24/06/2021","Makola Market","2 Grand Parade, Oxlow  Lane, Dagenham, RM10 7YT Benjamin Koomson","Benjamin Ato Koomson","","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 08:00-23:00","","","","Mon 08:00-23:30^Tue 08:00-23:30^Wed 08:00-23:30^Thu08:00-23:30^Fri 08:00-23:30^Sat 08:00-23:30^Sun 08:00-23:30","","","","","","","","",""
"57269","07/01/2021","Mix Food United","30 Station Parade Barking IG11 8DR Alex Ayub Mattu Ltd","Alina Revnic","","Mon 08:00-00:00^Tue 08:00-00:00^Wed 08:00-00:00^Thu08:00-00:00^Fri 08:00-00:00^Sat 08:00-00:00^Sun 08:00-00:00","","","","Mon 08:00-00:00^Tue 08:00-00:00^Wed 08:00-00:00^Thu08:00-00:00^Fri 08:00-00:00^Sat 08:00-00:00^Sun 08:00-00:00","","","","","","","","",""
"57411","08/10/2021","Essex Kebabish","3 Tudor Parade, High Road, Chadw ell Heath, RM6 6PS Essex Kebabish Chadw ell Heath Ltd","","","","Mon 23:00-00:30^Tue 23:00-00:30^Wed 23:00-00:30^Thu23:00-00:30^Fri 23:00-01:00^Sat 23:00-01:00^Sun 23:00-00:30","","","Mon 11:00-00:30^Tue 11:00-00:30^Wed 11:00-00:30^Thu11:00-00:30^Fri 11:00-01:00^Sat 11:00-01:00^Sun 11:00-00:30","","","","","","","","",""
"57453","24/08/2021","Pizza GoGo","169 Church Elm Lane Dagenham RM10 9RR Mehdi Farahi Biloui","","","","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-00:00^Fri 23:00-01:00^Sat 23:00-01:00^Sun 23:00-00:00","","","Mon 11:00-00:00^Tue 11:00-00:00^Wed 11:00-00:00^Thu11:00-00:00^Fri 11:00-01:00^Sat 11:00-01:00^Sun 11:00-00:00","","","","","","","","",""
"58385","24/03/2022","Simple W & W","Unit 11, Buzzard Creek Industrial Estate, 115 River Road, Barking, IG11 0EL Simple W & W LTD","Ausrimas Zlabys","","Mon 09:00-18:00^Tue 09:00-18:00^Wed 09:00-18:00^Thu09:00-18:00^Fri 09:00-18:00^Sat 09:00-18:00^Sun 09:00-16:00","","","","Mon 09:00-18:00^Tue 09:00-18:00^Wed 09:00-18:00^Thu09:00-18:00^Fri 09:00-18:00^Sat 09:00-18:00^Sun 09:00-16:00","","","","","","","","",""
"58453","31/03/2022","Magazin Romanesc","19 Station Parade, Barking, IG11 8ED Hemen Jalal","Hemen Jalal","","Mon 09:00-00:00^Tue 09:00-00:00^Wed 09:00-00:00^Thu09:00-00:00^Fri 09:00-00:00^Sat 09:00-00:00^Sun 09:00-00:00","","","","Mon 08:00-00:00^Tue 08:00-00:00^Wed 08:00-00:00^Thu08:00-00:00^Fri 08:00-00:00^Sat 08:00-00:00^Sun 08:00-00:00","","","","","","","","",""
"58539","04/12/2022","Factory 15","Roycraft House, 15 Linton Road, Barking, IG11 8HE Make It Bow  LTD","Hannah Briley","","Mon 11:30-23:30^Tue 11:30-23:30^Wed 11:30-23:30^Thu11:30-00:30^Fri 11:30-00:30^Sat 11:30-00:30^Sun 11:30-23:30","Mon 23:00-23:30^Tue 23:00-23:30^Wed 23:00-23:30^Thu23:00-00:30^Fri 23:00-00:30^Sat 23:00-00:30^Sun 23:00-23:30","Mon 10:00-23:30^Tue 10:00-23:30^Wed 10:00-23:30^Thu10:00-00:30^Fri 10:00-00:30^Sat 10:00-00:30^Sun 10:00-23:30","Mon 10:00-00:00^Tue 10:00-00:00^Wed 10:00-00:00^Thu10:00-01:00^Fri 10:00-01:00^Sat 10:00-01:00^Sun 10:00-00:00","Mon 06:00-00:00^Tue 06:00-00:00^Wed 06:00-00:00^Thu06:00-01:00^Fri 06:00-01:00^Sat 06:00-01:00^Sun 06:00-00:00","","Mon 10:00-23:30^Tue 10:00-23:30^Wed 10:00-23:30^Thu10:00-00:30^Fri 10:00-00:30^Sat 10:00-00:30^Sun 10:00-23:30","","","Mon 10:00-23:30^Tue 10:00-23:30^Wed 10:00-23:30^Thu10:00-00:30^Fri 10:00-00:30^Sat 10:00-00:30^Sun 10:00-23:30","","","",""
"58581","15/04/2022","External Area Kings Bull","2 North Street, Barking, IG11 8ET N & F Empire Ltd","Valery Tagw u Fongang","","Mon 09:00-23:00^Tue 09:00-23:00^Wed 09:00-23:00^Thu09:00-23:00^Fri 09:00-23:00^Sat 09:00-23:00^Sun 09:00-23:00","","Mon 09:00-22:00^Tue 09:00-22:00^Wed 09:00-22:00^Thu09:00-22:00^Fri 09:00-22:00^Sat 09:00-22:00^Sun 09:00-22:00","Mon 09:00-22:00^Tue 09:00-22:00^Wed 09:00-22:00^Thu09:00-22:00^Fri 09:00-22:00^Sat 09:00-22:00^Sun 09:00-22:00","Mon 07:00-00:00^Tue 07:00-00:00^Wed 07:00-00:00^Thu07:00-00:00^Fri 07:00-00:00^Sat 07:00-00:00^Sun 07:00-00:00","","Mon 09:00-22:00^Tue 09:00-22:00^Wed 09:00-22:00^Thu09:00-22:00^Fri 09:00-22:00^Sat 09:00-22:00^Sun 09:00-22:00","","","","","","",""
"59380","08/10/2022","Sinani Caffe Ltd","612 Longbridge Road, Dagenham, RM8 2AJ Cafe Sinani LTD","Elton Sinani","","Mon 10:00-22:30^Tue 10:00-22:30^Wed 10:00-22:30^Thu10:00-22:30^Fri 10:00-22:30^Sat 10:00-22:30^Sun 10:00-22:30","","","","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 06:00-23:00","","","","","","","","",""
"59488","22/08/2022","Rose Lane Convenience Store","117 Rose Lane Dagenham RM6 5NR Rose Lane Convenience Limited","Rahil Raval","","Mon 08:00-22:00^Tue 08:00-22:00^Wed 08:00-22:00^Thu08:00-22:00^Fri 08:00-22:00^Sat 08:00-22:00^Sun 08:00-22:00","","","","Mon 05:00-22:00^Tue 05:00-22:00^Wed 05:00-22:00^Thu05:00-22:00^Fri 05:00-22:00^Sat 07:00-22:00^Sun 07:00-22:00","","","","","","","","",""
"59608","10/01/2022","Mother Kelly's","Unit 3 5 Barking Wharf Square arking IG11 7HZ MK IG 11 Ltd","Nigel Ow en","","Mon 10:00-23:30^Tue 10:00-23:30^Wed 10:00-23:30^Thu10:00-23:30^Fri 10:00-00:00^Sat 10:00-00:00^Sun 10:00-23:30","Mon 23:00-23:30^Tue 23:00-23:30^Wed 23:00-23:30^Thu23:00-23:30^Fri 23:00-00:00^Sat 23:00-00:00^Sun 23:00-23:30","","","Mon 10:00-00:00^Tue 10:00-00:00^Wed 10:00-00:00^Thu10:00-00:00^Fri 10:00-00:30^Sat 10:00-00:30^Sun 10:00-00:00","","","","","","","","",""
"59889","19/10/2022","Good Grocer","184 High Road, Chadw ell Heath, RM6 6LU Cagdas Pirbudak","Cagdas Pirbudak","","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 08:00-23:00","","","","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 07:00-23:00","","","","","","","","",""
"60081","01/10/2023","Abike Oloogun Ebi Kitchen","Unit 1, Greenburn Centre, Selinas Lane, Dagenham, RM8 1QH Abiola Sitirat Giw i Yakubu","Abiola Sitirat Giw i Yakubu","","Mon 15:00-01:00^Tue 15:00-01:00^Wed 15:00-01:00^Thu15:00-01:00^Fri 15:00-01:00^Sat 15:00-01:00^Sun 17:00-01:00","Mon 23:00-01:00^Tue 23:00-01:00^Wed 23:00-01:00^Thu23:00-01:00^Fri 23:00-01:00^Sat 23:00-01:00^Sun 23:00-01:00","Mon 15:00-23:00^Tue 15:00-23:00^Wed 15:00-23:00^Thu15:00-23:00^Fri 15:00-23:00^Sat 15:00-23:00^Sun 17:00-23:00","Mon 15:00-23:00^Tue 15:00-23:00^Wed 15:00-23:00^Thu15:00-23:00^Fri 15:00-23:00^Sat 15:00-23:00^Sun 17:00-23:00","Mon 15:00-01:00^Tue 15:00-01:00^Wed 15:00-01:00^Thu15:00-01:00^Fri 15:00-01:00^Sat 15:00-01:00^Sun 17:00-01:00","","","","","","Mon 15:00-01:00^Tue 15:00-01:00^Wed 15:00-01:00^Thu15:00-01:00^Fri 15:00-01:00^Sat 15:00-01:00^Sun 17:00-01:00","","",""
"60317","12/08/2022","Sasha Carribean Kitchen","Unit 1 Redif House, Wantz Road, Dagenham, RM10 8PS Sashas Yah Suh nice Caribbean Kitchen LTD","Shasha - Gaye Pascoe","","Mon 11:00-01:00^Tue 11:00-01:00^Wed 11:00-01:00^Thu11:00-01:00^Fri 11:00-01:00^Sat 11:00-01:00^Sun 11:00-01:00","Mon 23:00-01:00^Tue 23:00-01:00^Wed 23:00-01:00^Thu23:00-01:00^Fri 23:00-01:00^Sat 23:00-01:00^Sun 23:00-01:00","","","Mon 11:00-01:00^Tue 11:00-01:00^Wed 11:00-01:00^Thu11:00-01:00^Fri 11:00-01:00^Sat 11:00-01:00^Sun 11:00-01:00","","","","","Mon 11:00-01:00^Tue 11:00-01:00^Wed 11:00-01:00^Thu11:00-01:00^Fri 11:00-01:00^Sat 11:00-01:00^Sun 11:00-01:00","","","",""
"60398","26/11/2022","Barking Riverside Area","#2.22.3 adjacent to Mallards Drive, IG11 0FJ Barking Riverside Limited","Wesley Pierce","","Mon 10:00-22:30^Tue 10:00-22:30^Wed 10:00-22:30^Thu10:00-22:30^Fri 10:00-22:30^Sat 10:00-22:30^Sun 10:00-22:30","","Mon 10:00-22:30^Tue 10:00-22:30^Wed 10:00-22:30^Thu10:00-22:30^Fri 10:00-22:30^Sat 10:00-22:30^Sun 10:00-22:30","Mon 10:00-22:30^Tue 10:00-22:30^Wed 10:00-22:30^Thu10:00-22:30^Fri 10:00-22:30^Sat 10:00-22:30^Sun 10:00-22:30","","Mon 10:00-22:30^Tue 10:00-22:30^Wed 10:00-22:30^Thu10:00-22:30^Fri 10:00-22:30^Sat 10:00-22:30^Sun 10:00-22:30","Mon 10:00-22:30^Tue 10:00-22:30^Wed 10:00-22:30^Thu10:00-22:30^Fri 10:00-22:30^Sat 10:00-22:30^Sun 10:00-22:30","","","Mon 10:00-22:30^Tue 10:00-22:30^Wed 10:00-22:30^Thu10:00-22:30^Fri 10:00-22:30^Sat 10:00-22:30^Sun 10:00-22:30","","","",""
"60474","12/06/2022","Blanca Lounge","464 Lodge Avenue, Dagenham, Essex, RM9 4QS Umut Kaya","","","","Fri 23:00-00:00^Sat 23:00-00:00","","","Mon 08:00-00:00^Tue 08:00-00:00^Wed 08:00-00:00^Thu08:00-00:00^Fri 08:00-00:00^Sat 08:00-00:00^Sun 08:00-00:00","","","","","","","","",""
"60476","12/06/2022","Abbey Supermarket","Unit 1, 4 Barking Wharf Square, Barking, IG11 7DQ Abbey Supermarket LTD","Mehmet Boztepe","","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 08:00-22:00","","","","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 08:00-22:00","","","","","","","","",""
"60529","12/09/2022","Juienest Gardens","15 Broadw ay, Barking, IG11 7LS Julienest Catering Services LTD","Ernest Amoah","","Mon 12:00-23:30^Tue 12:00-23:30^Wed 12:00-23:30^Thu12:00-23:30^Fri 12:00-02:00^Sat 12:00-02:00^Sun 12:00-23:30","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-00:00^Fri 23:00-02:30^Sat 23:00-02:30^Sun 23:00-00:00","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-00:00^Fri 23:00-02:30^Sat 23:00-02:30^Sun 23:00-00:00","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-00:00^Fri 23:00-02:30^Sat 23:00-02:30^Sun 23:00-00:00","Mon 12:00-00:00^Tue 12:00-00:00^Wed 12:00-00:00^Thu12:00-00:00^Fri 12:00-02:30^Sat 12:00-02:30^Sun 12:00-00:00","","","","","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-00:00^Fri 23:00-02:30^Sat 23:00-02:30^Sun 23:00-00:00","","","",""
"60698","17/01/2023","Peoples Festival","Barking Park, Longbridge Road, Barking A Man About A Dog LTD","Oliver David Kay","","Mon 12:00-22:10^Fri 12:00-22:10^Sat 12:00-22:10^Sun12:00-22:10","","Mon 12:00-22:30^Fri 12:00-22:30^Sat 12:00-22:30^Sun12:00-22:30","Mon 12:00-22:30^Fri 12:00-22:30^Sat 12:00-22:30^Sun12:00-22:30","Mon 12:00-22:30^Fri 12:00-22:30^Sat 12:00-22:30^Sun12:00-22:30","","","","","Mon 12:00-22:30^Fri 12:00-22:30^Sat 12:00-22:30^Sun12:00-22:30","Mon 12:00-22:30^Fri 12:00-22:30^Sat 12:00-22:30^Sun12:00-22:30","","",""
"60704","27/12/2022","Oruci Coffe & Grill","2a Bennetts Castle Lane, Dagenham, RM8 3XU Kastriot Oruci","Kastriot Oruci","","Mon 12:00-23:00^Tue 12:00-23:00^Wed 12:00-23:00^Thu12:00-23:00^Fri 12:00-23:00^Sat 12:00-23:00^Sun 12:00-23:00","","","Mon 12:00-23:00^Tue 12:00-23:00^Wed 12:00-23:00^Thu12:00-23:00^Fri 12:00-23:00^Sat 12:00-23:00^Sun 12:00-23:00","Mon 12:00-23:00^Tue 12:00-23:00^Wed 12:00-23:00^Thu12:00-23:00^Fri 12:00-23:00^Sat 12:00-23:00^Sun 12:00-23:00","","","","","","","","",""
"61050","04/01/2023","Lakers Chicken","8 Tudor Parade, High Road, Chadw ell Heath, RM6 6PS Littlemore Food LTD","","","","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-00:00^Fri 23:00-01:00^Sat 23:00-01:00^Sun 23:00-00:00","","","Mon 11:00-00:00^Tue 11:00-00:00^Wed 11:00-00:00^Thu11:00-00:00^Fri 11:00-01:00^Sat 11:00-01:00^Sun 11:00-00:00","","","","","","","","",""
"61427","03/08/2023","QQ Foods","26 - 28 High Road Chadw ell Heath RM6 6PR Olanrew aju KuKu","Olanrew aju Kuku","","Mon 09:00-20:00^Tue 09:00-20:00^Wed 09:00-20:00^Thu09:00-20:00^Fri 09:00-20:00^Sat 09:00-20:00^Sun 09:00-20:00","","","","Mon 09:00-20:00^Tue 09:00-20:00^Wed 09:00-20:00^Thu09:00-20:00^Fri 09:00-20:00^Sat 09:00-20:00^Sun 09:00-20:00","","","","","","","","",""
"61994","04/06/2023","Sinani Pool Table","610 Longbridge Road, Dagenham, RM8 2AJ Sinani Pool Table LTD","Roland Sinani","","Mon 10:00-22:30^Tue 10:00-22:30^Wed 10:00-22:30^Thu10:00-22:30^Fri 10:00-22:30^Sat 10:00-22:30^Sun 10:00-22:30","","","","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 08:00-23:00","","","","","","","","",""
"62257","26/04/2023","Boathouse Barking CIC","The Granary, 80 Abbey Road, Barking, IG11 7BT The Boathouse Barking CIC","Carole Pluckrose","","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-23:00^Sat 10:00-23:00^Sun 10:00-23:00","Fri 23:00-00:00^Sat 23:00-00:00^Sun 23:00-00:00","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-23:00^Sat 10:00-23:00^Sun 10:00-23:00","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-23:00^Sat 18:00-23:00^Sun 18:00-23:00","Mon 09:00-23:30^Tue 09:00-23:30^Wed 09:00-23:30^Thu09:00-23:30^Fri 09:00-23:30^Sat 09:00-23:30^Sun 09:00-23:30","Mon 10:00-22:00^Tue 10:00-22:00^Wed 10:00-22:00^Thu10:00-22:00^Fri 10:00-22:00^Sat 10:00-22:00^Sun 10:00-22:00","Mon 10:00-22:00^Tue 10:00-22:00^Wed 10:00-22:00^Thu10:00-22:00^Fri 10:00-22:00^Sat 10:00-22:00^Sun 10:00-22:00","","","Mon 10:00-22:00^Tue 10:00-22:00^Wed 10:00-22:00^Thu10:00-22:00^Fri 10:00-22:00^Sat 10:00-23:00^Sun 10:00-23:00","","","",""
"63156","29/06/2023","3 Bros","17 Faircross Parade, Longbridge Road, Barking, IG11 8UN Angelos Gjoka","Blerim Kolgjini","","Mon 11:00-23:00^Tue 11:00-23:00^Wed 11:00-23:00^Thu11:00-23:00^Fri 11:00-23:00^Sat 11:00-23:00^Sun 11:00-23:00","","","","Mon 11:00-23:00^Tue 11:00-23:00^Wed 11:00-23:00^Thu11:00-23:00^Fri 11:00-23:00^Sat 11:00-23:00^Sun 11:00-23:00","","","","","","","","",""
"63309","15/07/2023","Sainsbury's","Unit 1 Barking Station Station Parade Barking IG11 8TU Sainsbury's Supermarket Limited","Joanne Surguy","","Mon 06:00-00:00^Tue 06:00-00:00^Wed 06:00-00:00^Thu06:00-00:00^Fri 06:00-00:00^Sat 06:00-00:00^Sun 06:00-00:00","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-00:00^Fri 23:00-00:00^Sat 23:00-00:00^Sun 23:00-00:00","","","Mon 00:00-23:59^Tue 00:00-23:59^Wed 00:00-23:59^Thu00:00-23:59^Fri 00:00-23:59^Sat 00:00-23:59^Sun 00:00-23:59","","","","","","","","",""
"64116","10/05/2023","Wolf Pool","157 Becontree Avenue, Dagenham, RM8 2UL H & Q Cafe Shop Limited","Bekim Hyseni","","Mon 10:00-22:45^Tue 10:00-22:45^Wed 10:00-22:45^Thu10:00-22:45^Fri 10:00-22:45^Sat 10:00-22:45^Sun 10:00-22:45","","","","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-23:00^Sat 10:00-23:00^Sun 10:00-23:00","","","","","","","","",""
"64578","11/08/2023","Brothers Food & Drink Ltd","Big Yellow  Self Storage, Hertford Road, Barking, IG11 8BL Brothers Food & Drink LTD","Vaibhavkumar Dipakbhai Patel","","Mon 09:00-01:00^Tue 09:00-01:00^Wed 09:00-01:00^Thu09:00-02:00^Fri 09:00-02:00^Sat 09:00-02:00^Sun 09:00-01:00","","","","Mon 09:00-01:00^Tue 09:00-01:00^Wed 09:00-01:00^Thu09:00-02:00^Fri 09:00-02:00^Sat 09:00-02:00^Sun 09:00-01:00","","","","","","","","",""
"64872","16/11/2023","D & I Foodshop Ltd T/A Pagunda Food Shop","437 Porters Avenue, Dagenham, RM9 4ND Inga Ramanauskaite","Inga Ramanauskaite","","Mon 09:00-22:00^Tue 09:00-22:00^Wed 09:00-22:00^Thu09:00-22:00^Fri 09:00-23:00^Sat 09:00-23:00^Sun 09:00-22:00","","","","Mon 09:00-22:30^Tue 09:00-22:30^Wed 09:00-22:30^Thu09:00-22:30^Fri 09:00-23:30^Sat 09:00-23:30^Sun 09:00-22:30","","","","","","","","",""
"65712","20/12/2023","Meat Bazar","14-16 East Street, Barking, IG11 8EU Lavinia-Geanina Zoica","Madalina Bors","","Mon 09:00-20:00^Tue 09:00-20:00^Wed 09:00-20:00^Thu09:00-20:00^Fri 09:00-20:00^Sat 08:00-20:00^Sun 08:00-18:00","","","","Mon 09:00-20:00^Tue 09:00-20:00^Wed 09:00-20:00^Thu09:00-20:00^Fri 09:00-20:00^Sat 08:00-20:00^Sun 08:00-18:00","","","","","","","","",""
"65830","03/05/2024","Robin Hood Fish Bar","4 Lodge Avenue, Dagenham, RM8 2JA London Broast Limited","","","","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-00:00^Fri 23:00-00:00^Sat 23:00-00:00^Sun 23:00-00:00","","","Mon 11:00-00:00^Tue 11:00-00:00^Wed 11:00-00:00^Thu11:00-00:00^Fri 11:00-00:00^Sat 11:00-00:00^Sun 11:00-00:00","","","","","","","","",""
